bestobjid,mjd,z,oiii_4959_flux,oiii_5007_flux,h_beta_flux,nii_6548_flux,nii_6584_flux,h_alpha_flux
1.23766E+18,52224,0.3196307,-0.5009314,7.755352,8.620252,3.028011,9.133182,9.088164
1.23766E+18,52224,0.0740193,0.4975338,13.97749,30.24892,22.06626,66.55692,136.8129
1.23766E+18,52224,0.0361689,107.8297,332.177,408.9579,140.4769,423.7106,1454.917
1.23765E+18,52224,0.193414,311.1723,803.1025,133.7384,1.231872,3.71561,490.2959
1.23765E+18,52224,0.3757103,0.2139431,3.21228,1.232007,-0.5562025,-1.677635,9.401931
1.23766E+18,52224,0.071486,127.5405,376.4788,64.8363,76.68404,231.2968,252.5113
1.23766E+18,52224,0.08067811,5.442698,14.20283,16.41438,5.291854,15.96145,70.68622
1.23766E+18,52224,0.07124554,6.1942,14.76418,22.33772,12.46529,37.59819,48.24476
1.23766E+18,52201,0.06453133,17.22433,40.40837,22.24526,40.59529,122.4448,70.19374
1.23765E+18,52201,0.1769974,3.79484,9.916425,-8.247864,0.5398046,1.628175,5.606338
1.23766E+18,52201,0.1422415,45.44715,131.3382,143.2102,110.7854,334.1544,681.7354
1.23766E+18,52201,0.06417303,1.801018,9.851244,19.11942,4.416508,13.32121,53.98415
1.23765E+18,52201,0.1436465,-0.5500356,6.209337,4.60477,5.689797,17.16174,26.51906
1.23766E+18,52201,0.07412814,4.841735,20.48071,32.27546,10.43331,31.46927,125.5003
1.23765E+18,52201,0.07516345,4.442388,8.547703,13.35933,7.086904,21.37574,57.58666
1.23765E+18,52201,0.1194068,144.1952,424.1359,304.4375,93.64413,282.4523,1346.384
1.23768E+18,52201,0.06429966,39.54087,126.1018,114.8719,26.22236,79.0927,418.2626
1.23766E+18,52201,0.1704214,2.190436,25.77098,19.25311,15.4752,46.67677,82.87466
1.23765E+18,52254,0.02496022,19.74911,62.37884,244.7186,111.5641,336.5031,905.9377
1.23765E+18,52254,0.08302384,15.50255,52.38946,62.82483,21.94449,66.18964,243.2335
1.23766E+18,52254,0.4117756,2.108294,10.85796,0.0670881,23.89027,72.05856,0
1.23765E+18,52254,0.01642134,13.44121,39.59863,55.70274,51.36674,154.934,266.6019
1.23766E+18,52254,0.1724417,1.628436,8.533305,8.257873,6.254086,18.86377,29.72272
1.23766E+18,52254,0.116052,144.2078,422.6133,289.0179,45.19828,136.3284,941.7023
1.23765E+18,52254,0.03277084,37.41054,112.6386,58.18036,7.544236,22.75516,170.162
1.23766E+18,52258,0.09914079,74.21178,240.681,47.89428,36.63298,110.4935,206.7241
1.23765E+18,52258,0.1593284,3.976055,3.865219,1.829963,9.771018,29.47165,26.32609
1.23766E+18,52258,0.081053,-0.4464899,4.646149,26.51936,8.466218,25.53607,96.55704
1.23766E+18,52258,0.3338441,-2.350017,1.496338,3.622183,-2.358027,-7.112352,3.881599
1.23766E+18,52258,0.05591705,19.99444,54.54053,62.30324,34.34523,103.5931,226.938
1.23765E+18,52258,0.1733273,6.959481,2.103515,3.662027,9.374437,28.27547,60.17067
1.23768E+18,52258,0.08305579,0.08719658,16.95476,14.22556,9.340677,28.17364,29.88904
1.23766E+18,52258,0.08037597,3.731223,2.972039,15.38138,7.380191,22.26036,61.02197
1.23766E+18,52258,0.1492572,1.52135,9.079953,9.758788,10.59356,31.95263,36.36014
1.23765E+18,52226,0.08224205,1.482631,4.158961,3.303718,0.4404583,1.328524,1.318811
1.23765E+18,52226,0.1885401,-8.793763,14.99251,12.26346,7.79289,23.50516,67.36353
1.23765E+18,52226,0.08868405,11.38836,32.79666,120.7525,72.47005,218.5864,584.6362
1.23766E+18,52226,0.302176,0.3020597,2.864395,-0.5005553,-1.096084,-3.306043,6.040946
1.23766E+18,52226,0.213803,-1.135227,2.385299,1.035217,-1.002056,-3.022431,1.291908
1.23766E+18,52226,0.09316023,2.301842,17.90071,31.32581,16.40822,49.49099,40.10038
1.23766E+18,52226,0.06378429,3.637682,9.872562,15.3495,6.637823,20.02121,48.67391
1.23765E+18,52226,0.1137074,8.454768,45.12072,17.86743,25.59013,77.18575,67.70963
1.23765E+18,51692,0.08275554,0.1285198,2.863384,0.5837956,-0.08425061,-0.2541193,0.7086682
1.23765E+18,51692,0.08360893,2.073648,2.651182,4.672534,4.638037,13.98939,26.84475
1.23765E+18,51692,0.1421935,3.393511,6.642664,14.77176,7.131034,21.50884,61.02531
1.23765E+18,51692,0.3668832,0.09099394,0.492492,0.5701059,6.958906,20.98967,-9.380136
1.23765E+18,51692,0.4128739,0.01217239,1.77626,-7.453304,0,0,0
1.23766E+18,51990,0.01894863,19.87858,58.85049,24.95883,7.018008,21.16793,47.72839
1.23765E+18,51990,0.07583676,8.00719,11.52914,17.25805,22.68946,68.43665,107.6629
1.23766E+18,51990,0.1831794,34.82347,117.6058,33.18869,43.50289,131.2148,126.7996
1.23766E+18,51990,0.2178296,1.931992,4.328867,3.197092,4.574103,13.79655,12.28768
1.23765E+18,51990,0.08162944,-4.203775,4.944181,4.633323,0.7292055,2.199452,5.760655
1.23765E+18,51990,0.1125807,3.006335,14.79884,0.110381,7.942357,23.95598,9.363131
1.23765E+18,51990,0.08405636,6.589313,-3.181597,16.09546,10.86812,32.78077,2.293098
1.23765E+18,51990,0.2221612,-0.2371093,1.735011,7.725677,0.1030486,0.3108183,14.27812
1.23766E+18,51690,0.02071481,1.863985,6.434104,9.337922,2.319294,6.995526,30.16282
1.23766E+18,51690,0.09046471,6.235628,32.47657,15.30921,35.27676,106.4029,87.24319
1.23766E+18,51690,0.02286045,23.27959,73.96468,72.30524,18.16041,54.77599,261.5698
1.23766E+18,51690,0.2380224,1.242532,9.602936,6.358322,5.934244,17.89905,11.52481
1.23766E+18,51690,0.2834805,-13.29401,2.288673,0.9280513,0.7718358,2.328035,231.7657
1.23766E+18,51690,0.08521506,1.074736,2.218798,8.053985,2.928638,8.833447,19.92615
1.23766E+18,51690,0.08480088,3.824291,14.83561,64.58548,31.92197,96.28403,270.8479
1.23765E+18,51691,0.0780502,3.311305,8.716077,31.51238,16.18992,48.83254,143.1246
1.23765E+18,51691,0.09890157,0.809857,6.882478,11.58728,7.060626,21.29648,41.76456
1.23765E+18,51691,0.1430754,0.5214374,1.722434,-4.163054,3.726717,11.24064,-2.569384
1.23765E+18,51691,0.3489664,122.2907,386.3434,86.47982,5.931326,17.89025,261.4569
1.23765E+18,51691,0.09284199,7.394086,9.628684,11.87398,-0.1698924,-0.5124346,5.573369
1.23765E+18,51691,0.2047289,0.3052116,5.974287,15.65443,11.08752,33.44252,53.67265
1.23765E+18,51691,0.3219294,-0.4826019,1.649536,0.37672,0.4231782,1.276403,113.0459
1.23766E+18,51691,0.09575874,3.039116,10.04464,39.18325,31.33997,94.52859,253.4907
1.23765E+18,51691,0.1911642,2.451884,6.2729,23.06836,16.21925,48.92101,123.3775
1.23767E+18,51692,0.05284701,6.475488,26.6625,39.29243,9.806571,29.57888,123.9745
1.23765E+18,51692,0.04280036,34.34694,125.1398,574.1869,465.2599,1403.331,2792.747
1.23766E+18,51692,0.4400397,-3.230225,-0.5532809,3.38366,0,0,0
1.23766E+18,51692,0.2149199,-5.251609,1.27702,-18.60891,6.496504,19.59496,11.31643
1.23766E+18,51692,0.0783222,7.64229,11.65425,18.324,17.60296,53.0946,73.23698
1.23765E+18,51692,0.2296582,-1.782011,7.989113,-0.571558,2.696115,8.132106,2.618736
1.23765E+18,51692,0.08833686,13.67856,23.27838,75.16831,47.89434,144.4604,346.1634
1.23765E+18,51692,0.1560454,-2.991501,7.552872,6.14349,7.742726,23.35385,30.11377
1.23765E+18,51692,0.1030128,10.07279,29.49731,115.2525,74.38776,224.3706,580.3142
1.23765E+18,51692,0.07815907,2.483045,8.226725,8.080498,7.965915,24.02704,60.09838
1.23767E+18,51693,0.1025163,2.683707,22.26936,22.03414,35.25901,106.3493,79.96249
1.23767E+18,51693,0.1309947,2.195337,8.32189,11.78414,3.579878,10.79774,19.02947
1.23765E+18,51693,0.157841,7.246049,23.51047,65.92605,44.22178,133.3831,272.7711
1.23767E+18,51693,0.1077178,8.123677,25.82589,30.05626,20.9124,63.07663,93.11232
1.23767E+18,51693,0.07382949,7.023673,18.72684,44.60765,59.67294,179.9874,195.029
1.23765E+18,51693,0.130165,10.16141,43.10284,81.38351,30.03215,90.58391,338.368
1.23767E+18,51693,0.1569329,-11.90369,11.59735,0.6163793,4.492345,13.54995,8.659097
1.23767E+18,51693,0.246943,545.4886,1644.599,275.3274,13.6786,41.25782,981.5833
1.23767E+18,51693,0.1265813,5.918305,8.44776,2.253828,8.157722,24.60557,22.03921
1.23765E+18,51693,0.02736092,14.7808,22.3916,5.825755,0.9077494,2.737981,23.729
1.23765E+18,51693,0.08835058,0.7806894,9.855658,12.20796,7.29169,21.99342,44.99598
1.23767E+18,51693,0.13668,9.514174,47.95892,156.7714,78.30537,236.1871,668.5184
1.23765E+18,51693,0.1470155,25.13154,92.22272,85.23524,57.50074,173.4355,300.7778
1.23765E+18,51693,0.05912129,21.00455,52.69853,113.8227,0,0,0
1.23765E+18,51690,0.04854403,-3.496561,15.11199,12.00846,11.76845,35.49637,25.4736
1.23765E+18,51690,0.1139779,4.394171,133.8685,1.272266,4.834104,14.58077,29.8277
1.23767E+18,51690,0.07007144,18.05954,35.97825,101.2098,44.28308,133.568,387.1938
1.23765E+18,51690,0.1849882,-2.599597,3.430201,1.433044,0.4855872,1.464643,-3.312886
1.23765E+18,51690,0.1792051,6.151692,2.385911,9.021409,8.821372,26.6073,41.21774
1.23765E+18,51690,0.2427604,2.906101,0.8945422,-5.12909,-0.4003514,-1.207552,12.90013
1.23767E+18,51690,0.08049522,4.000704,22.34213,107.2611,57.9074,174.6621,491.5632
1.23765E+18,51690,0.03336414,-0.6915886,10.36986,12.98092,5.960153,17.9772,46.32007
1.23765E+18,51690,0.06889575,-0.3673675,18.37074,12.86347,5.897611,17.78856,30.28093
1.23765E+18,51690,0.1060524,1.324698,12.45952,18.22241,12.38905,37.36825,58.56411
1.23765E+18,51690,0.1149076,4.124305,10.23544,1.375703,7.617424,22.97591,22.38726
1.23765E+18,51690,0.2262907,6.139179,5.7343,2.16232,2.715311,8.190004,0.4925068
1.23766E+18,51690,0.1058057,6.908309,17.15895,69.38624,51.89225,156.519,374.5543
1.23765E+18,51693,0.1535518,-2.679993,0.4449008,5.648067,-1.975143,-5.957487,17.86643
1.23765E+18,51693,0.05749664,607.7034,1916.316,587.9288,274.4391,827.7715,2121.771
1.23766E+18,51693,0.3580462,-0.5386108,0.4302555,4.732167,-1.618897,-4.882966,18.57668
1.23765E+18,51693,0.1084039,4.671172,5.461661,27.66187,14.75479,44.50384,122.0312
1.23765E+18,51693,0.1535547,-2.952358,0.05262975,8.937049,2.192917,6.614345,27.45048
1.23766E+18,51693,0.05909843,0.3155567,10.80024,6.255184,8.560277,25.81977,31.60284
1.23766E+18,51693,0.3962074,0.9214381,4.90732,10.16601,7.679288,23.1625,51.81627
1.23765E+18,51693,0.05587652,-11.06104,2.408099,3.187999,3.376752,10.18506,-1.245691
1.23765E+18,51693,0.04495197,2.833539,10.38319,15.44821,7.858559,23.70323,66.00416
1.23766E+18,51693,0.0861843,6.569936,23.12169,17.19547,19.83625,59.8307,53.95318
1.23765E+18,51671,0.08782733,-7.820799,10.98263,8.217952,5.915353,17.84207,24.21322
1.23765E+18,51671,0.1355469,1.793291,4.586279,8.485871,2.260786,6.819051,1.740513
1.23765E+18,51671,0.2106329,-0.5213292,10.42166,5.022726,0,0,0
1.23765E+18,51671,0.02468596,35.05619,97.60174,223.4071,78.64838,237.2217,775.275
1.23765E+18,51671,0.1639731,0.2672215,9.37383,0.835253,2.91616,8.795811,0.6223488
1.23766E+18,51671,0.4430065,-1.168504,3.492389,3.182506,0,0,0
1.23765E+18,51699,0.05645536,22.35548,64.94575,87.50673,30.70509,92.61363,295.6019
1.23767E+18,51699,0.1182755,1.178905,5.830022,9.844563,10.16352,30.65553,42.226
1.23767E+18,51699,0.08359538,26.98291,82.099,156.7189,62.20163,187.6145,583.7283
1.23767E+18,51699,0.1183785,4.43514,9.359322,9.158463,8.655613,26.10732,40.1702
1.23767E+18,51699,0.3312101,-0.4030985,7.819062,1.517233,2.281819,6.882493,4.089704
1.23765E+18,51699,0.07953949,3.73144,14.48822,57.83234,30.51272,92.03342,266.2483
1.23767E+18,51699,0.108704,1.53049,3.433199,2.843742,0.03522693,0.1062526,11.23143
1.23767E+18,51699,0.06845548,12.77603,34.32948,33.69123,36.33165,109.5846,125.639
1.23767E+18,51699,0.1401514,1.658964,1.310996,14.14416,2.130359,6.425655,17.88045
1.23767E+18,51699,0.08428217,67.25294,203.7296,161.9038,168.1254,507.1051,884.0029
1.23767E+18,51691,0.09002286,6.245325,18.34257,58.23455,28.74838,86.71175,237.9407
1.23767E+18,51691,0.07961261,3.211298,9.109853,1.161519,9.931928,29.95699,28.51457
1.23767E+18,51691,0.3137992,1.078598,2.616203,-0.4496219,2.647415,7.985215,7646.87
1.23767E+18,51691,0.08264547,-0.00572625,15.67894,4.657641,2.233886,6.737916,13.44613
1.23767E+18,51691,0.07459614,4.859464,16.00407,2.49069,7.306716,22.03874,14.86143
1.23765E+18,51943,0.04629828,134.0556,398.7206,142.457,14.55508,43.90148,492.0352
1.23765E+18,51943,0.07196245,12.25334,33.68504,61.2356,56.61736,170.771,274.4318
1.23765E+18,51943,0.09814084,-1.294576,25.11053,10.03191,0.1011454,0.305078,0.1988581
1.23765E+18,51943,0.07568597,4.543904,23.58521,9.196659,13.99858,42.22296,32.12762
1.23765E+18,51943,0.2424814,2.938741,18.69008,4.368264,20.29834,61.22449,31.51744
1.23765E+18,51943,0.2254285,1.057893,5.141181,1.993752,7.326836,22.09943,22.83558
1.23765E+18,51943,0.137741,11.48014,25.67585,144.6939,89.08063,268.6877,723.4382
1.23765E+18,51943,0.1379696,9.323696,19.32606,5.439281,9.407896,28.37638,19.97934
1.23765E+18,51943,0.1714839,1.961283,16.31691,93.87808,58.51082,176.4821,436.0838
1.23765E+18,51914,0.07830951,0.5399762,10.17561,9.88578,5.32929,16.07437,14.6082
1.23765E+18,51914,0.135296,2.100758,13.30768,27.89923,19.4244,58.58847,144.0695
1.23765E+18,51914,0.1989216,4.690663,9.45575,51.0008,25.55051,77.06623,204.8295
1.23765E+18,51914,0.07869069,4.107694,1.995684,15.66425,6.292617,18.97999,51.36125
1.23765E+18,51914,0.1285661,2.251983,14.71044,13.72571,11.72829,35.37523,40.83196
1.23765E+18,51914,0.181596,2.074997,10.25824,-2.466725,10.63348,32.07303,55.03799
1.23765E+18,51914,0.1227854,2.589158,2.425907,2.359792,2.546706,7.681454,3.881133
1.23765E+18,51914,0.03586588,52.49125,170.8819,322.3089,128.1168,386.4297,1196.257
1.23765E+18,51914,0.1222727,-1.166479,2.239305,8.484926,-0.5125453,-1.545955,6.933333
1.23765E+18,51930,0.08242818,2.806142,7.114515,11.10572,9.919259,29.91878,84.91711
1.23765E+18,51930,0.03880094,6.505545,18.21327,18.43255,2.515913,7.588573,53.00412
1.23765E+18,51930,0.02275779,8.140331,80.87822,64.76934,29.23623,88.18322,125.9214
1.23765E+18,51930,0.3893491,1.104005,1.336612,-0.3643639,1.451702,4.37867,-5.804485
1.23765E+18,51930,0.02238886,301.6449,928.2693,285.7484,21.77704,65.68459,965.6129
1.23765E+18,51930,0.1159394,1.179226,4.424288,8.905068,4.439962,13.39195,32.99046
1.23765E+18,51930,0.1695544,24.84486,70.98537,111.1674,46.6113,140.5904,466.3281
1.23765E+18,51930,0.1135969,5.767491,-2.204346,-8.562798,3.183171,9.601179,12.56345
1.23765E+18,51930,0.04154338,12.03886,32.34856,136.6855,82.83795,249.8584,706.0764
1.23765E+18,51929,0.1377403,-2.175852,0.6040085,3.879226,8.749575,26.39074,38.12852
1.23765E+18,51929,0.07758131,11.28231,30.80742,26.6233,94.9462,286.3797,279.9225
1.23765E+18,51929,0.130268,2.525994,9.209697,12.72934,8.650962,26.0933,44.00669
1.23765E+18,51929,0.1356165,6.548443,19.39955,48.2697,20.44018,61.65232,192.024
1.23765E+18,51929,0.1118823,5.123792,6.768919,6.765528,1.151862,3.474283,14.92542
1.23765E+18,51929,0.3575659,-4.931651,5.068062,-4.189876,20.13515,60.73225,-33.92677
1.23765E+18,51942,0.1163861,-0.316623,0.5754566,1.956596,1.650305,4.977701,6.52737
1.23765E+18,51942,0.3799277,-1.923644,2.327432,4.05361,0.8305417,2.505106,-15.62995
1.23765E+18,51942,0.132694,3.582328,14.21226,6.748681,12.68477,38.26019,32.13324
1.23765E+18,51942,0.4263206,-0.7544066,4.024121,1.623242,0,0,0
1.23765E+18,51942,0.4295195,0.09992979,4.556262,14.29816,0,0,0
1.23765E+18,51942,0.09530483,20.51652,83.36176,20.98315,44.40783,133.9443,109.0346
1.23765E+18,51942,0.4379664,1.972335,0.04072031,1.092823,0,0,0
1.23765E+18,51942,0.06488524,3.6662,10.21349,15.91586,6.834826,20.61541,57.26605
1.23765E+18,51942,0.054949,3.414171,7.67575,2.515878,1.706922,5.14847,8.149819
1.23765E+18,51942,0.4325299,-2.605478,3.143405,-2.516316,0,0,0
1.23765E+18,51942,0.3750422,-2.073372,2.686053,1.72638,3.161927,9.537103,-2.736758
1.23765E+18,51942,0.1395449,6.902861,27.23718,71.29375,33.41834,100.7974,299.1235
1.23765E+18,51955,0.08420711,8.843596,28.85361,97.73953,76.45608,230.6092,453.6425
1.23765E+18,51955,0.05503611,3.806392,6.71857,40.03903,24.61865,74.25552,170.2662
1.23765E+18,51955,0.1174217,-12.59991,3.496847,11.37549,2.863541,8.637102,12.26556
1.23765E+18,51955,0.4076962,0.3776242,4.732386,0.9436933,8761.361,26426.29,0
1.23765E+18,51955,0.1172706,3.868859,7.627277,-3.348207,4.499444,13.57136,16.40503
1.23765E+18,51955,0.1145079,-0.1661114,1.529878,6.278654,3.744769,11.29509,6.513476
1.23765E+18,51955,0.3246255,-6.81615,4.225658,-0.1055392,1.77409,5.351064,-5.009017
1.23765E+18,51955,0.1442334,-5.762099,1.749654,-16.00116,1.083852,3.269148,16.16962
1.23765E+18,51955,0.05252412,1.735702,11.09614,34.5266,15.97631,48.18824,156.9337
1.23765E+18,51955,0.1317082,0.1862297,4.846149,15.32105,7.201284,21.72073,56.92205
1.23765E+18,51955,0.3164248,2.920078,0.5826747,-1.662427,19.17796,57.84516,43.0311
1.23765E+18,51955,0.0494618,5.310362,14.47262,44.9487,25.70382,77.52864,201.0694
1.23765E+18,51955,0.1523725,-7.109937,9.382055,5.701674,2.015647,6.079658,10.40744
1.23765E+18,51955,0.116278,4.048321,9.6999,40.47295,22.13976,66.77863,180.1636
1.23765E+18,51955,0.1163665,2.570431,6.446229,15.43775,15.79111,47.62964,101.6686
1.23765E+18,51955,0.1341036,40.381,119.3256,115.3422,37.36414,112.6989,475.157
1.23765E+18,51957,0.07726474,1.891448,11.94439,7.010196,13.71046,41.35392,37.28327
1.23765E+18,51957,0.063557,3.967957,8.54124,29.97804,12.88797,38.87309,116.5367
1.23765E+18,51957,0.3435121,1.563795,1.029995,0.379366,-1.502362,-4.531472,0.6272456
1.23767E+18,51957,0.3842355,-1.410496,0.2038488,2.360044,1.69982,5.12705,8.488592
1.23765E+18,51957,0.05816223,4.981829,16.28152,11.68277,2.30706,6.958625,41.93917
1.23765E+18,51957,0.1183634,1.332879,4.505976,28.20694,14.44178,43.55973,125.1232
1.23767E+18,51957,0.1623476,0.5105729,0.07264802,0.1004648,0.08819572,0.2660187,8.030782
1.23765E+18,51957,0.06296884,5.489564,10.57032,27.44027,9.691966,29.23321,91.04681
1.23765E+18,51957,0.02214544,10.10296,18.03341,24.43635,11.52661,34.7669,103.2844
1.23765E+18,51957,0.1049079,0.1036893,1.686065,8.172917,2.709782,8.173328,39.78905
1.23765E+18,51957,0.1048263,-0.9091708,5.15403,3.050066,6.452662,19.46272,11.26453
1.23765E+18,51957,0.4110841,1.939271,7.334671,1.930759,0.08822426,0.2661047,0
1.23765E+18,51915,0.09117937,6.167783,20.70698,55.1468,22.68856,68.43394,217.9118
1.23765E+18,51915,0.07784508,159.3167,486.536,184.7411,14.65288,44.19646,560.6423
1.23765E+18,51915,0.1056021,4.129421,5.830206,19.4047,14.86171,44.82634,90.14051
1.23765E+18,51915,0.1137298,-1.03296,3.369268,7.308613,5.74442,17.3265,16.16876
1.23765E+18,51915,0.1100499,4.298758,11.97609,8.645648,11.20984,33.81147,44.8627
1.23765E+18,51915,0.09507519,3.183692,23.61136,17.80449,14.467,43.6358,64.18056
1.23765E+18,51915,0.04675511,8.114203,19.38714,111.3131,51.80389,156.2525,386.4786
1.23765E+18,51915,0.1305679,2.67048,9.701589,8.262751,10.09671,30.45401,42.08758
1.23765E+18,51915,0.09687936,3.049206,10.49823,24.34575,17.46571,52.68062,132.0012
1.23765E+18,51988,0.1048068,-3.098439,7.890618,0.2315492,4.571786,13.78956,7.240299
1.23765E+18,51988,0.2084012,-3.442152,22.106,19.15549,18.72121,56.46749,60.87392
1.23765E+18,51988,0.1702481,5.267139,17.30456,-2.528227,11.23058,33.87403,22.50455
1.23765E+18,51988,0.1077878,3.976942,6.795614,5.364016,10.23664,30.87606,37.27912
1.23765E+18,51988,0.1676026,1.687683,8.636376,5.566018,5.681378,17.13635,38.74566
1.23765E+18,51988,0.2219472,5.699303,13.91344,46.3024,32.49762,98.0203,212.4073
1.23765E+18,51988,0.1065974,0.0868806,11.69499,4.208335,5.674342,17.11513,20.16497
1.23765E+18,51988,0.07508706,-1.358564,23.17435,27.57294,30.4212,91.75736,61.85726
1.23765E+18,51988,0.06182494,2.001513,9.387403,21.56192,8.525226,25.71405,85.33787
1.23765E+18,51988,0.1548448,6.212912,13.76595,24.11248,15.22648,45.92657,120.9504
1.23765E+18,51988,0.06613299,5.824204,12.14046,20.84885,18.4744,55.72304,85.71431
1.23765E+18,51988,0.1266056,3.285034,7.362475,12.30726,10.96572,33.07516,67.45021
1.23765E+18,51988,0.1076334,3.203447,6.435405,4.743681,1.381281,4.166263,9.036544
1.23765E+18,51988,0.1821462,35.62811,108.0334,33.33152,32.99676,99.52586,129.0328
1.23765E+18,51988,0.1051753,4.561291,9.741924,22.56402,9.861839,29.74558,81.82304
1.23765E+18,51924,0.493686,1.315671,8.455737,0.4462119,0,0,0
1.23766E+18,51924,0.0892813,750.7688,2254.982,505.7396,47.02487,141.8379,1648.459
1.23765E+18,51924,0.0948898,-1.208444,5.422376,9.639453,-0.513,-1.547326,8.993638
1.23765E+18,51907,0.1971225,4.839107,26.47571,30.29364,29.69851,89.57756,237.0902
1.23765E+18,51907,0.1364597,1.430346,13.51115,36.79321,25.13565,75.81493,150.471
1.23765E+18,51907,0.3372425,-1.186371,7.091554,1.651455,3.85287,11.62114,8.458624
1.23765E+18,51907,0.1689527,3.929225,9.660075,9.61059,6.813278,20.55042,50.58976
1.23765E+18,51907,0.1743636,13.77796,15.41304,5.551664,14.04141,42.35215,29.06406
1.23765E+18,51907,0.04718799,3.971669,11.39122,24.35832,9.181345,27.69306,80.87265
1.23765E+18,51907,0.1956617,-7.752946,8.115108,18.40011,2.97587,8.975911,14.87311
1.23765E+18,51907,0.1752924,0.4471848,4.750883,2.025427,0.8570138,2.584951,17.72125
1.23765E+18,51907,0.1985785,3.154274,6.701088,1.949878,3.711487,11.1947,-3.823682
1.23765E+18,51907,0.04553753,28.49028,83.32307,53.68111,27.96267,84.34187,189.5819
1.23765E+18,51907,0.0468739,106.7802,364.5446,148.3761,18.14042,54.71569,477.1305
1.23765E+18,51907,0.04521846,1.397351,35.75979,18.98857,21.14887,63.78988,50.67596
1.23765E+18,51907,0.1333925,7.068472,2.387994,7.226189,7.120003,21.47557,30.93589
1.23765E+18,51907,0.2362884,2.025107,7.508304,0.4886463,3.372621,10.1726,6.242251
1.23765E+18,51907,0.2151313,-6.904716,8.768481,-1.084601,5.752234,17.35007,-0.3085392
1.23765E+18,51907,0.1214681,0.6082237,1.605451,1.502424,1.121477,3.382632,25.66919
1.23765E+18,51909,0.1626695,3.669497,21.09507,7.223398,11.66235,35.17633,13.55317
1.23765E+18,51909,0.1003954,16.26679,51.80787,19.80083,20.72418,62.50891,85.21366
1.23765E+18,51909,0.0791005,2.748344,10.26255,19.48416,41.44062,124.9945,137.5662
1.23765E+18,51909,0.1545458,0.06789251,5.537848,3.130538,2.385641,7.195644,12.87402
1.23765E+18,51909,0.157672,4.372855,6.679304,31.18615,13.28661,40.07548,121.1544
1.23765E+18,51909,0.2601995,24.55341,84.43876,18.72832,31.94643,96.35781,68.21442
1.23765E+18,51909,0.2629512,-6.322742,2.851253,1.53852,4.881909,14.72497,-8.431202
1.23765E+18,51909,0.2652887,-4.017863,6.577407,-0.7611842,-0.3814816,-1.150637,3.945124
1.23765E+18,51909,0.1018675,8.236145,26.54057,106.5012,71.52859,215.7468,524.6985
1.23765E+18,51910,0.2863273,27.62232,84.28432,83.61583,25.97992,78.36143,288.0123
1.23765E+18,51910,0.09741013,6.648444,23.21062,15.29218,18.90177,57.01211,52.28305
1.23765E+18,51910,0.07726592,4.592879,4.007737,8.586893,5.167723,15.58705,36.18342
1.23765E+18,51910,0.07566626,1.942895,5.325059,18.02785,8.276147,24.96277,75.12421
1.23765E+18,51910,0.09219335,15.17931,30.00857,11.92435,9.991874,30.1378,26.3301
1.23765E+18,51910,0.2233917,3.060115,6.451121,-2.030763,1.862708,5.618358,19.84748
1.23765E+18,51910,0.09595214,-7.80132,9.558308,23.82364,15.66271,47.24235,96.3987
1.23765E+18,51910,0.1244191,-35.41707,9.183115,40.23546,21.07269,63.5601,191.9299
1.23765E+18,51910,0.1883719,-1.238256,4.416613,-1.283759,0.01118444,0.03373486,-3.631747
1.23765E+18,51943,0.2091272,2.9826,4.94142,7.32141,5.005633,15.09815,12.42016
1.23765E+18,51943,0.1300965,0.8385684,1.948475,0.4355364,1.831726,5.524909,4.980366
1.23765E+18,51943,0.2987743,2.353349,0.8480335,11.00505,7.98177,24.07486,46.8999
1.23765E+18,51943,0.07592726,8.864408,20.4763,76.85909,60.64074,182.9065,399.0571
1.23765E+18,51943,0.1369732,11.06868,29.2597,47.88271,40.4918,122.1326,237.5376
1.23765E+18,51943,0.0951148,5.400484,17.80149,0.770736,2.388345,7.203799,8.327421
1.23765E+18,51914,0.01555888,6.794329,13.19929,9.75991,0.7664194,2.311698,28.75843
1.23765E+18,51914,0.04133822,-1.384322,4.781638,8.99177,4.591275,13.84834,89.76933
1.23765E+18,51914,0.03982069,3.016195,5.491428,9.856689,6.285758,18.9593,45.74479
1.23765E+18,51914,0.3515419,1.68998,4.761684,5.846422,5.77724,17.42549,26.66735
1.23765E+18,51914,0.1943575,4.492075,11.12309,31.93772,28.7075,86.58846,160.203
1.23765E+18,51914,0.1279526,8.12292,13.0732,28.77415,18.0827,54.5416,68.14317
1.23765E+18,51914,0.2309872,-1.11761,5.603158,5.177562,5.276127,15.91402,-1.48726
1.23765E+18,51914,0.1598142,-2.217641,12.74244,-0.06267045,7.048095,21.25868,11.8631
1.23765E+18,51914,0.3319336,0.6465416,1.811513,3.960487,0.1062714,0.3205391,-1.607031
1.23765E+18,51914,0.1253269,-4.321957,14.72228,2.993094,8.106797,24.45197,26.72368
1.23765E+18,51914,0.1237845,1.864677,11.08258,59.53339,24.10367,72.70225,214.2576
1.23765E+18,51914,0.0692081,11.05621,35.99475,49.56523,28.05627,84.62418,276.5553
1.23765E+18,51930,0.01412245,27.17491,80.15952,56.7271,11.40543,34.40142,182.5309
1.23765E+18,51930,0.4684817,-1.495522,11.07089,1.623439,0,0,0
1.23765E+18,51930,0.04108129,4.977461,24.31505,15.2667,8.758451,26.41751,33.1302
