bestobjid,mjd,z,oiii_4959_flux,oiii_5007_flux,h_beta_flux,nii_6548_flux,nii_6584_flux,h_alpha_flux
1.23765E+18,52057,0.03786864,3.639794,4.430149,13.46204,7.53918,22.73991,55.03625
1.23766E+18,52057,0.07678513,0.7681979,5.83044,13.83022,9.885027,29.81552,77.65362
1.23765E+18,52057,0.07859839,4.2603,11.57453,3.158171,4.518486,13.6288,10.52367
1.23765E+18,52057,0.0766495,6.892809,4.773434,3.420893,9.991079,30.1354,18.12121
1.23766E+18,52057,0.03656567,5.197261,1.465482,3.841355,0.7617617,2.297649,12.94141
1.23766E+18,52057,0.03784607,17.6405,47.22919,17.7608,10.86228,32.76314,54.36852
1.23766E+18,52057,0.03758141,5.508159,12.6923,28.41687,7.932044,23.92487,100.5759
1.23765E+18,52057,0.097598,2.363618,6.970181,24.84215,11.71464,35.33406,96.4085
1.23765E+18,52022,0.04263163,5.475552,15.29893,107.1419,55.47421,167.323,518.1566
1.23765E+18,52022,0.4617205,0.7866992,3.551471,2.064987,0,0,0
1.23765E+18,52022,0.03016482,6.371074,17.29555,71.9633,29.50204,88.98495,267.9511
1.23765E+18,52022,0.08279359,7.91383,30.4551,72.38654,40.60779,122.4825,302.1205
1.23765E+18,52022,0.1292365,0.7782079,6.739871,9.930722,5.896616,17.78555,36.03069
1.23765E+18,52022,0.2363062,30.16179,88.56937,40.92138,46.79723,141.1512,226.8019
1.23765E+18,52022,0.08075918,5.0632,11.03799,29.13616,9.43162,28.44794,100.7855
1.23766E+18,52022,0.03851632,1.565094,6.051839,30.33669,13.90899,41.95272,126.3869
1.23766E+18,52022,0.09187164,-9.266902,7.18995,5.565351,1.423918,4.294867,10.59875
1.23766E+18,52022,0.09455464,-8.101198,6.911521,8.781077,3.274945,9.877992,10.80812
1.23765E+18,52022,0.03758693,31.23975,83.91786,54.94202,9.218967,27.80654,188.6253
1.23765E+18,52022,0.03561284,3.482333,7.659883,40.93298,18.57714,56.03294,167.6908
1.23766E+18,52022,0.1198317,15.98665,50.77268,47.83363,12.79575,38.59493,194.0068
1.23766E+18,52022,0.1743272,-0.7544075,1.662372,3.651574,1.499535,4.522944,-1.88779
1.23766E+18,52022,0.04843098,-3.898976,1.25387,4.410298,1.597103,4.817233,3.931643
1.23766E+18,52022,0.1029679,2.339156,0.4797736,-0.3276094,-5.330644,-16.07845,43.29366
1.23765E+18,52025,0.08559787,3.603728,7.806583,18.92029,10.90086,32.87951,73.14363
1.23765E+18,52025,0.3323796,-0.6919575,4.946168,10.80169,-1.802875,-5.437887,24.83662
1.23765E+18,52025,0.1268062,42.5288,125.9949,110.9465,26.82915,80.9229,399.2497
1.23765E+18,52025,0.111478,4.801825,11.43867,7.147682,6.361381,19.18739,7.876296
1.23766E+18,52025,0.08521633,1.026225,3.679351,1.159371,0.3324567,1.002766,0.1852991
1.23765E+18,52025,0.04838707,-0.4348724,-0.0810553,0.3301751,0.5243727,1.581629,1.213616
1.23765E+18,52025,0.1038294,6.171255,9.03888,21.75982,16.05013,48.41089,105.8335
1.23765E+18,52025,0.05217869,26.77034,78.04086,98.75032,26.62326,80.3019,325.5092
1.23765E+18,52025,0.07641558,13.30399,31.89992,32.82011,25.14894,75.855,122.2894
1.23766E+18,52025,0.03877037,6.481776,20.85661,33.46084,13.64057,41.14312,130.1034
1.23766E+18,52025,0.07608236,0.6625764,1.554455,9.79936,0.9418576,2.84086,9.356968
1.23766E+18,52025,0.08612785,-0.6996042,-0.05805491,0.2637717,-0.3276777,-0.9883516,5.851211
1.23765E+18,52026,0.06253698,-5.172417,10.38947,31.75264,2.899882,8.746714,41.88055
1.23765E+18,52026,0.07772074,46.94759,140.9774,92.08705,18.88679,56.96692,342.028
1.23766E+18,52026,0.1569278,-1.442581,9.340965,28.66244,20.46634,61.73121,128.9557
1.23765E+18,52026,0.1201299,1.023098,7.479908,9.670443,3.735938,11.26845,26.90916
1.23765E+18,52026,0.07501321,1.931113,8.992392,3.647154,2.391184,7.212364,8.194348
1.23766E+18,52026,0.0854352,3.419235,14.13792,39.33247,21.25401,64.107,191.9779
1.23765E+18,52026,0.0847003,7.142674,17.85169,11.35458,13.4775,40.65125,54.51107
1.23765E+18,52026,0.1343789,4.005036,4.75769,5.091324,2.229104,6.723493,10.74076
1.23765E+18,52026,0.1255469,1.054817,22.18788,48.0469,42.68538,128.7489,221.7841
1.23766E+18,52026,0.03951654,20.05582,66.42184,86.58432,7.475177,22.54686,253.1016
1.23765E+18,52045,0.0404405,63.48117,172.6911,119.0323,23.78232,71.73297,386.8718
1.23765E+18,52045,0.09633964,0.5792056,1.377555,-1.604736,1.789037,5.396148,2.321494
1.23765E+18,52045,0.08404706,8.544782,41.85531,65.20348,20.91736,63.09158,235.5081
1.23766E+18,52045,0.1655178,-10.27261,9.298043,10.23316,4.061484,12.25037,-0.1191677
1.23766E+18,52045,0.08657626,0.4443743,0.4108885,3.328539,-0.0232003,-0.06997747,2.693853
1.23766E+18,52045,0.1106237,11.65747,27.18676,118.0074,54.19017,163.4501,507.5084
1.23766E+18,52045,0.05560653,9.977813,39.47204,67.30752,36.90453,111.3126,294.542
1.23765E+18,52023,0.09021966,2.956785,14.38693,58.15345,28.07129,84.6695,260.6638
1.23765E+18,52023,0.19795,3.191519,6.708908,19.20385,14.18344,42.78052,80.73001
1.23765E+18,52023,0.1507111,8.58112,2.926073,20.19582,23.36867,70.48531,126.7708
1.23765E+18,52023,0.04802416,4.596426,13.37362,14.61228,8.609618,25.96859,47.89292
1.23765E+18,52023,0.2147924,0.2513429,6.514133,2.25339,8.564412,25.83224,13.59554
1.23766E+18,52023,0.1339855,0.5811188,4.532093,14.21581,-0.13249,-0.3996204,-2.931334
1.23765E+18,52370,0.1934483,6.506282,22.71136,49.67705,24.34158,73.41982,186.0786
1.23765E+18,52370,0.003442791,122.39,382.9688,111.6569,3.788338,11.4265,307.2797
1.23765E+18,52370,0.04346249,-0.8205288,3.978536,9.528699,1.860966,5.613103,19.7607
1.23765E+18,52059,0.3592358,-3.481907,8.405329,2.369187,1.502131,4.530774,6.781404
1.23765E+18,52059,0.2099415,2.201035,6.321908,3.727587,8.286686,24.99456,29.48654
1.23765E+18,52059,0.01252909,-0.5023558,0.03885392,1.847714,0.8355521,2.520218,16.53242
1.23765E+18,52059,0.3634519,-0.6078187,0.9116499,-0.353471,2.046035,6.171314,-4.132183
1.23765E+18,52059,0.2956112,0.1679635,4.520304,4.067817,1.850537,5.581646,6.775035
1.23765E+18,52059,0.175917,2.747721,38.4027,7.81776,14.31257,43.17002,43.22103
1.23765E+18,52059,0.1725383,5.54014,5.211807,26.42234,14.0555,42.39464,124.0921
1.23765E+18,52316,0.1309205,1.446173,8.418992,22.48857,14.58271,43.98482,95.89877
1.23765E+18,52316,0.1061422,2.060906,7.358175,13.99956,9.033896,27.24832,34.43793
1.23765E+18,52316,0.04963415,0.7838112,12.21361,12.48022,8.202931,24.74193,38.60096
1.23765E+18,52316,0.1106435,3.304316,10.01348,41.72546,17.72938,53.47591,165.2586
1.23765E+18,52316,0.1494799,-0.1915744,5.30595,8.177668,8.060822,24.3133,60.51166
1.23765E+18,52316,0.06406491,22.21883,52.54734,10.36677,9.596538,28.94537,30.19845
1.23765E+18,52316,0.06259249,-4.496751,6.767865,11.26461,-2.257857,-6.810219,33.73698
1.23765E+18,52317,0.1021028,-1.358588,12.72222,5.814845,3.454092,10.41834,20.75148
1.23765E+18,52317,0.1160975,-1.249736,8.094448,13.30098,11.57831,34.92286,70.1396
1.23765E+18,52317,0.1121127,0.1058761,9.314635,2.587937,5.443755,16.41962,17.20066
1.23765E+18,52317,0.1331053,0.07907733,9.010035,18.62881,6.598155,19.90156,68.37643
1.23765E+18,52317,0.06269763,-0.4774949,-0.7128811,3.021782,0.02977733,0.0898153,7.226996
1.23766E+18,52317,0.1682632,-3.406772,6.099476,5.010799,3.120713,9.412792,17.94834
1.23765E+18,52317,0.1050949,0.5233788,5.499741,5.012629,0.01568485,0.04730912,2.225068
1.23765E+18,52317,0.1342236,2.348038,6.069452,16.45739,0.8920845,2.690733,18.49855
1.23766E+18,52317,0.1351836,3.226513,6.954679,1.134043,1.32129,3.985317,2.510818
1.23765E+18,52317,0.2157319,-4.955235,3.777013,3.21234,3.613822,10.90012,4.701947
1.23765E+18,52317,0.05232179,2.032658,9.222447,0.4769444,2.595286,7.827982,14.47421
1.23765E+18,52317,0.1117794,1.935371,10.68261,2.373455,6.647368,20.05,16.13069
1.23765E+18,52317,0.06493945,13.48486,7.296836,-5.082856,6.336117,19.11119,9.808256
1.23766E+18,52317,0.08773363,-1.661718,5.509668,5.8383,4.498752,13.56928,15.93
1.23766E+18,52317,0.1507132,3.652508,5.343925,12.45413,9.158867,27.62526,63.00273
1.23765E+18,52317,0.114793,11.87619,25.53717,47.55924,45.77346,138.0633,238.304
1.23765E+18,51690,0.1057967,-1.11857,2.469334,5.004373,3.691888,11.13558,5.117074
1.23765E+18,51690,0.1067022,286.9779,833.2344,874.3624,314.6959,949.1955,3548.657
1.23765E+18,51693,0.2450941,-7.926934,10.06685,2.885627,2.686012,8.101632,9.810752
1.23765E+18,51693,0.4046438,-1.017065,1.149468,-2.241791,0,0,0
1.23766E+18,51693,0.1559001,-0.7866576,15.09401,0.8209353,3.917817,11.81704,34.04146
1.23765E+18,51693,0.08283905,7.46213,14.97291,42.30549,52.02893,156.9313,293.3296
1.23766E+18,51693,0.08736887,29.98206,101.1357,103.1081,33.59695,101.3362,381.0462
1.23765E+18,51693,0.1070465,3.048156,17.33646,61.61293,28.92229,87.2363,264.3623
1.23765E+18,51693,0.05618966,17.53814,50.39659,44.13573,14.11484,42.57363,160.1575
1.23765E+18,51693,0.06712943,9.461822,21.76261,38.53031,25.44601,76.75105,225.6161
1.23765E+18,51693,0.08430589,18.15418,46.76742,160.9157,98.85289,298.1631,710.4741
1.23765E+18,51671,0.4289043,0.2366824,24.61578,8.809828,0,0,0
1.23765E+18,51671,0.09982654,-0.2899306,38.18758,25.58214,18.09086,54.56621,114.9562
1.23765E+18,51671,0.1480666,-0.8092367,5.911779,98.174,2.746621,8.284444,1.62759
1.23766E+18,51671,0.1621234,515.3706,1530.013,395.3049,24.38124,73.53944,1135.587
1.23765E+18,51671,0.06676146,0.3090408,6.322006,13.49103,6.590703,19.87908,49.33212
1.23765E+18,51671,0.1509493,9.18677,5.771428,2.064111,5.486039,16.54716,5.059079
1.23766E+18,51671,0.2088171,0.8661014,8.540076,32.46456,22.80904,68.79734,153.2319
1.23767E+18,51699,0.0875427,18.01828,54.50103,161.3745,100.75,303.8851,726.3607
1.23767E+18,51699,0.08136254,5.757517,18.46115,59.54539,24.15784,72.86564,213.4854
1.23767E+18,51699,0.27868,-2.785506,4.162088,0.2602561,2.805902,8.463246,12.43564
1.23767E+18,51699,0.4488228,1.875016,9.799343,3.088153,0,0,0
1.23767E+18,51699,0.01909971,9.584569,25.64088,24.93365,2.864405,8.639708,60.92361
1.23767E+18,51699,0.3488633,-0.1157202,1.993901,0.2559533,1.599468,4.824367,4.808758
1.23767E+18,51699,0.01618093,87.42155,271.1296,250.1944,50.83494,153.3299,870.9059
1.23767E+18,51699,0.1418595,0.6979199,1.950288,-1.265501,0.9874052,2.978242,1.056394
1.23767E+18,51691,0.0343352,62.36082,229.0332,103.1956,143.2749,432.1501,383.5796
1.23767E+18,51691,0.08398049,3.18068,19.97974,7.696411,7.148817,21.56248,25.13282
1.23765E+18,51691,0.05386628,9.326849,12.83605,29.62386,21.33005,64.33636,153.0753
1.23765E+18,51691,0.07881461,-0.9035806,4.172213,13.49596,7.085237,21.37071,57.523
1.23767E+18,51691,0.08087577,5.183867,14.44644,33.68899,10.95968,33.05692,128.4901
1.23765E+18,51691,0.09527264,4.638221,9.417647,9.026042,8.578061,25.87341,44.37008
1.23765E+18,51695,0.3360125,1.130343,2.184867,1.224037,-0.9298068,-2.804512,0.7791874
1.23765E+18,51695,0.1228739,0.5525509,7.273448,11.83494,11.24394,33.91431,53.27066
1.23765E+18,51695,0.2003736,17.75003,42.46239,132.0485,65.12321,196.4266,552.8658
1.23765E+18,51695,0.05207163,10.04472,22.60783,13.85592,15.91715,48.00981,61.73769
1.23765E+18,51695,0.06216131,5.450672,45.70744,26.25781,30.10915,90.81615,110.7296
1.23765E+18,51695,0.3130866,-0.7636995,1.619641,-0.2108079,-0.1464367,-0.4416869,6.071012
1.23765E+18,51695,0.1086689,-0.8619097,13.20379,2.63612,8.138476,24.54752,39.60119
1.23765E+18,51695,0.01282004,132.9667,394.1706,228.5916,35.31739,106.5254,791.6401
1.23766E+18,51703,0.0654394,7.529889,16.14752,15.3191,15.28824,46.11287,56.63171
1.23765E+18,51703,0.08079275,1.251125,3.71576,2.577771,0.7226186,2.179585,5.113585
1.23765E+18,51703,0.1410215,1.166915,11.08174,3.646386,5.660469,17.07328,21.71723
1.23765E+18,51703,0.1124023,-1.147445,0.3989564,-0.07133827,0.5349256,1.613459,4.11854
1.23765E+18,51703,0.07566944,4.764551,11.37601,43.71393,20.36637,61.42968,183.2185
1.23765E+18,51703,0.1234139,19.9694,7.030714,11.38543,13.10689,39.53341,88.56783
1.23765E+18,51703,0.08918457,5.161767,5.924837,10.62116,6.447948,19.4485,56.45943
1.23765E+18,51703,0.09561118,28.67901,86.63718,31.61249,38.08739,114.8804,118.8642
1.23765E+18,51703,0.05453761,-1.637119,29.64366,13.31481,9.859899,29.73973,35.91262
1.23765E+18,51703,0.06707585,4.029762,12.26987,45.91275,23.97767,72.32218,193.9843
1.23765E+18,51703,0.065819,-2.862553,2.250746,0.9818803,1.174537,3.542676,2.827327
1.23765E+18,51703,0.01285562,3.348524,13.20912,7.528368,1.225069,3.69509,32.73482
1.23765E+18,51703,0.06642596,-2.998082,8.556211,4.341778,2.855015,8.611385,7.071415
1.23765E+18,51703,0.217276,21.58816,57.97106,120.1826,62.10901,187.3351,538.7577
1.23765E+18,51703,0.1532619,6.493298,18.99666,100.6699,83.3103,251.2831,590.3607
1.23766E+18,51792,0.1341285,13.07921,12.33157,33.75577,16.08496,48.51595,144.5973
1.23766E+18,51792,0.3266025,1.450415,2.913913,-2.366868,0.5491313,1.656307,-4.67929
1.23765E+18,51792,0.2801345,1.914011,3.843266,8.053969,0,0,-724494.3
1.23765E+18,51792,0.06826577,2.908512,8.599434,23.31715,14.09252,42.50629,97.4819
1.23765E+18,51792,0.07923406,3.143917,20.26581,5.868111,7.255234,21.88346,26.61571
1.23765E+18,51792,0.09535095,5.080234,8.882797,45.81319,38.31646,115.5713,170.1387
1.23765E+18,51792,0.1043697,-0.1844748,7.697877,7.218153,4.491787,13.54827,10.34513
1.23765E+18,51792,0.0919617,2.805287,7.36172,20.68057,2.194577,6.619353,-9.461741
1.23765E+18,51792,0.08522584,12.69443,28.47455,12.47792,10.81775,32.62882,80.65034
1.23765E+18,51792,0.08484354,10.99076,25.48498,134.5397,73.44653,221.5317,601.5172
1.23765E+18,51792,0.1104857,6.339596,7.696894,1.134251,10.74713,32.41581,24.11218
1.23765E+18,51788,0.02836431,7.58793,8.589067,7.833994,6.953455,20.97323,31.33223
1.23765E+18,51788,0.2359798,-0.08253815,3.850185,7.40786,9.647148,29.09803,28.18612
1.23765E+18,51788,0.02799061,2.153219,12.90092,36.22252,25.33178,76.4065,199.8549
1.23765E+18,51788,0.02930426,20.19134,44.77588,243.2811,134.2724,404.9965,1131.087
1.23765E+18,51788,0.1317273,3.370741,7.962473,9.2718,9.03796,27.26057,36.93817
1.23765E+18,51788,0.1307893,2.746835,3.641347,10.44648,7.1613,21.60013,39.12444
1.23765E+18,51788,0.1255052,-0.251617,2.537845,10.84712,0.8113511,2.447222,12.44986
1.23765E+18,51788,0.02989852,9.610617,26.76472,30.28606,10.64595,32.11065,109.0248
1.23765E+18,51788,0.1466387,2.456156,-0.04682186,5.499309,0.06153279,0.1855971,17.82866
1.23765E+18,51788,0.3516545,1.705018,3.620782,1.121226,13.08053,39.4539,2.070417
1.23765E+18,51788,0.08014839,-1.040383,2.31361,13.67631,7.856867,23.69813,63.53847
1.23765E+18,51788,0.1485844,-0.4177425,0.07752962,14.22761,6.752128,20.36598,59.82365
1.23766E+18,51818,0.08431867,17.02897,65.55554,80.47404,22.57146,68.08075,272.9616
1.23766E+18,51818,0.3875351,0.837099,4.598703,-1.739265,3.731935,11.25638,-0.7081774
1.23766E+18,51818,0.1182406,2.990257,14.99161,18.66768,16.17622,48.79121,97.24915
1.23766E+18,51818,0.07795766,10.53602,28.17181,23.14615,16.99844,51.27121,91.05225
1.23766E+18,51818,0.09646169,5.381037,6.010283,5.698094,4.929796,14.8694,17.92124
1.23766E+18,51818,0.1111503,34.19323,102.0322,245.6727,162.0194,488.6879,1226.23
1.23766E+18,51818,0.1613325,-2.405038,2.166777,-2.955582,-0.68712,-2.072512,5.504057
1.23766E+18,51818,0.03032485,35.64127,86.26253,34.21094,58.8773,177.5875,161.7881
1.23765E+18,51818,0.0259044,110.1615,340.2602,275.6155,58.64296,176.8807,1028.001
1.23765E+18,51818,0.1561706,-0.3197931,1.683549,2.871741,2.831026,8.539028,20.49208
1.23766E+18,51818,0.0297644,4.14077,9.433399,71.45437,24.63886,74.31648,275.4944
1.23766E+18,51818,0.4334458,0.5692044,1.023356,2.098885,0,0,0
1.23766E+18,51818,0.08360187,20.06854,55.61863,337.5876,241.6959,729.0108,1478.1
1.23766E+18,51818,0.2809658,0.1158883,1.923399,1.103666,1.440213,4.344015,3.09986
1.23765E+18,51821,0.2704972,-10.68307,16.39257,10.15503,3.421174,10.31905,22.29941
1.23765E+18,51821,0.09706189,-0.1399498,4.744385,15.71596,7.899766,23.82752,58.76844
1.23765E+18,51821,0.06280519,0.4867319,31.08153,8.871571,0.3970616,1.197629,58.70005
1.23765E+18,51821,0.07985896,-4.775089,24.47489,17.71943,10.5779,31.90539,17.94744
1.23766E+18,51999,0.09929457,17.23851,69.19417,101.9962,65.60962,197.8938,472.0593
1.23765E+18,51703,0.1438106,11.56101,35.54248,161.2045,102.8048,310.083,715.7639
1.23765E+18,51703,0.02419128,70.55135,221.2991,113.2283,14.38027,43.3742,328.439
1.23765E+18,51703,0.2224483,3.247349,1.079737,-1.207752,0.4362682,1.315886,6.323964
1.23765E+18,51703,0.1065817,7.8451,26.21323,84.01514,43.05961,129.8777,373.0131
1.23766E+18,51792,0.3491082,-2.890874,6.93853,1.862281,0.7083973,2.13669,-2.50408
1.23766E+18,51792,0.09282254,10.88763,20.75797,41.67248,24.44123,73.72038,195.1705
1.23765E+18,51792,0.06264458,-2.070282,2.462864,26.61911,-12.36144,-37.28495,-17.61744
1.23765E+18,51792,0.1464044,-3.253319,3.794719,-9.9713,0.9215363,2.779566,26.43433
1.23766E+18,51792,0.1102629,5.569943,18.1731,52.09301,34.12316,102.9233,241.7438
1.23765E+18,51792,0.01266368,17.3115,23.02679,75.38799,79.98176,241.2434,483.9623
1.23765E+18,51792,0.2256061,0.3949823,6.677458,8.115448,4.131493,12.46154,-2.23149
1.23765E+18,51792,0.06894912,2.563745,5.310797,6.471635,3.627312,10.94081,26.98577
1.23765E+18,51792,0.03137925,20.27775,48.92631,28.83241,50.38223,151.9645,101.8281
1.23765E+18,51788,0.1215285,-4.150392,6.89513,-0.9250396,1.478588,4.459764,23.50649
1.23765E+18,51788,0.396728,-4.511252,4.956252,7.440413,-3.30326,-9.963394,13.84713
1.23765E+18,51788,0.1267416,-1.406757,7.655458,5.980341,1.743111,5.257627,7.975212
1.23765E+18,51788,0.1539426,0.03783408,6.606419,4.524911,-0.9925511,-2.993763,6.8374
1.23765E+18,51788,0.02663169,4.090022,3.368891,14.19502,-0.03638012,-0.1097308,41.94846
1.23765E+18,51788,0.03005759,6.126242,19.4962,13.19162,1.95149,5.886144,37.13688
1.23765E+18,51788,0.0299284,16.3106,42.05479,125.1648,56.40139,170.1196,438.6105
1.23765E+18,51788,0.1588975,5.229253,5.015991,8.403741,7.547275,22.76432,38.69315
1.23765E+18,51788,0.0648495,7.345641,18.2107,47.60534,21.64264,65.27918,161.2233
1.23765E+18,51788,0.1469747,5.984559,4.415397,13.67508,2.023903,6.104559,31.36824
1.23765E+18,51788,0.1147365,2.232437,7.274038,9.61178,6.721138,20.2725,29.59684
1.23765E+18,51788,0.1005953,2.136203,21.11395,6.889321,11.48515,34.64187,44.39952
1.23765E+18,51788,0.1234018,6.607626,24.32231,92.99771,47.61732,143.6248,393.2553
1.23766E+18,51818,0.09589993,63.39537,214.1155,186.247,52.30287,157.7575,645.0268
1.23766E+18,51818,0.07764972,-7.229343,13.18056,24.07024,6.259673,18.88062,28.04108
1.23766E+18,51818,0.1124166,-1.20806,18.76997,18.52047,7.794613,23.51035,15.266
1.23765E+18,51818,0.02779933,39.26612,110.8307,50.56348,7.668761,23.13075,187.4361
1.23766E+18,51818,0.01116178,28.41399,116.4139,62.83074,60.14651,181.4158,176.267
1.23766E+18,51818,0.1968219,7.053974,11.7069,6.545642,6.103405,18.40928,13.05278
1.23766E+18,51818,0.07995755,1.351062,6.128546,2.063728,3.005982,9.066736,6.128519
1.23766E+18,51818,0.156775,0.4447243,9.590735,11.28404,7.600077,22.92359,47.0238
1.23766E+18,51818,0.06821676,7.61197,23.05323,6.239198,6.846307,20.65004,16.94272
1.23766E+18,51818,0.03018625,2.190703,5.587679,10.36484,2.790751,8.417551,45.17559
1.23766E+18,51818,0.3195412,-2.150814,3.524285,-0.6892685,0.7180005,2.165655,-1828.35
1.23766E+18,51818,0.1906504,6.048037,8.892867,12.07845,7.132945,21.51461,46.13755
1.23766E+18,51818,0.1359275,-0.8127757,4.38945,2.927985,1.477203,4.455585,1.11301
1.23765E+18,51821,0.06081323,5.217977,15.98751,-10.39077,-0.2692659,-0.8121683,27.55493
1.23765E+18,51821,0.1289835,2.505499,7.080227,2.608153,10.17997,30.70513,22.01669
1.23765E+18,51821,0.1190698,2.070664,11.08589,22.83958,13.98267,42.17496,132.3351
1.23765E+18,51821,0.07820129,6.344549,10.51006,69.03294,30.11696,90.83971,246.5714
1.23766E+18,51816,0.4633543,1.781755,1.345194,-3.591093,0,0,0
1.23766E+18,51816,0.171836,-0.2868022,12.36976,18.16352,22.99788,69.36692,80.45071
1.23766E+18,51999,0.09277597,2.727111,12.0011,38.06401,15.69909,47.35209,162.5745
1.23766E+18,51999,0.3187337,0.3000543,-0.1096184,-2.35935,0.09480176,0.285944,0.5117515
1.23765E+18,51999,0.08502252,4.961731,13.06724,70.25628,35.61482,107.4225,285.9134
1.23766E+18,51999,0.06348477,24.06345,75.45025,144.5001,71.35848,215.2337,643.6876
1.23766E+18,51999,0.1760169,3.954443,9.1566,30.50223,16.03257,48.35793,147.3226
1.23766E+18,51999,0.1148018,3.50285,1.698728,18.65522,9.627989,29.04024,88.8784
1.23766E+18,51999,0.06210734,18.29992,54.57894,108.3432,57.62662,173.8152,503.1722
1.23766E+18,51999,0.06178131,0.2991958,14.8671,11.70284,15.30479,46.16277,44.04655
1.23766E+18,51989,0.07792147,8.868352,9.420208,13.10672,2.650267,7.993817,29.55122
1.23765E+18,51989,0.3431112,0.3556258,3.458719,-0.6468387,-0.5402399,-1.629488,0.1995629
1.23765E+18,51989,0.114976,1.067443,40.37104,7.729894,6.40935,19.33208,15.82759
1.23765E+18,51989,0.08480271,1.453892,25.67883,4.233691,8.868966,26.75085,16.16184
1.23765E+18,51989,0.1298038,12.45416,48.95929,36.60483,48.89073,147.4657,139.1296
1.23765E+18,51989,0.1658557,3.176739,3.322977,9.396643,4.911811,14.81516,34.62412
1.23766E+18,51989,0.0498713,41.00977,126.35,71.84143,95.30708,287.4682,372.4515
1.23765E+18,51989,0.05163772,6.021349,19.99865,34.80685,18.78826,56.66973,171.9083
1.23765E+18,51989,0.1438454,8.418391,27.54384,39.53668,33.39339,100.7222,188.567
1.23765E+18,51989,0.09357617,-0.6246851,1.769506,-6.338013,1.034403,3.119999,5.387434
1.23765E+18,52000,0.08397971,-1.933333,3.525423,3.661369,3.963438,11.95464,21.86815
1.23766E+18,52000,0.04677236,7.491447,12.49851,22.14305,14.26495,43.02637,97.64273
1.23765E+18,52000,0.05703778,-0.03227133,6.334367,8.355903,6.503603,19.61637,44.28968
1.23766E+18,52000,0.3403413,0.1116828,2.634083,0.3585985,3.479006,10.49348,3.317394
1.23765E+18,52000,0.4938581,0.6228748,0.6197647,-0.7259123,0,0,0
1.23765E+18,52000,0.3765415,-0.6111214,0.4958598,0.6804385,1.852294,5.586946,4.575772
1.23766E+18,52000,0.1669928,-2.738003,10.33504,5.776261,3.855356,11.62864,6.623789
1.23765E+18,52000,0.02995974,87.73127,254.5623,214.525,56.78277,171.2699,756.376
1.23766E+18,52017,0.07172753,34.641,67.6329,111.8611,100.0012,301.6267,447.4568
1.23766E+18,52017,0.1217821,7.707341,7.869565,24.01098,11.61358,35.02924,93.31328
1.23766E+18,52017,0.02899976,5.118738,2.075941,6.68324,9.37485,28.27671,34.84529
1.23765E+18,52017,0.1259686,4.614991,18.64299,72.94669,37.6275,113.4932,269.5402
1.23765E+18,52017,0.1979756,0.9868179,6.174331,6.658606,9.689565,29.22597,49.5071
1.23766E+18,52017,0.09450746,4.571871,10.14456,71.78696,32.93222,99.33118,305.6269
1.23765E+18,51997,0.0627294,7.727623,18.51355,40.10331,31.45685,94.88111,225.1701
1.23765E+18,51997,0.07853378,11.76609,36.87358,77.33997,44.55429,134.386,357.8975
1.23765E+18,51997,0.02879822,12.74348,38.2863,53.73605,18.42525,55.5748,196.9877
1.23765E+18,51997,0.191294,-0.3315413,2.862875,0.672757,3.799533,11.46027,12.50701
1.23765E+18,51997,0.02732715,32.58902,150.54,166.1548,81.92258,247.0974,404.4754
1.23765E+18,51997,0.1111947,3.136276,3.26437,13.07913,7.085436,21.37131,53.68091
1.23765E+18,51997,0.1926493,-3.009482,4.845866,5.441606,3.421802,10.32094,11.1981
1.23765E+18,51997,0.07968209,10.70352,38.49331,102.4947,43.83912,132.2289,388.7983
1.23766E+18,51997,0.15945,1.563466,14.28082,10.68608,28.90997,87.19915,106.5493
1.23766E+18,51997,0.06248744,-6.797055,18.0298,8.766226,-0.2720674,-0.8206181,30.40752
1.23765E+18,51997,0.3239936,-0.04467971,1.58806,8.515909,-0.6263547,-1.88923,9.716517
1.23766E+18,51997,0.1128309,2.863549,4.962915,12.23471,8.81057,26.57471,39.7724
1.23766E+18,52078,0.1102192,3.38335,0.4203634,0.02939898,-0.4446287,-1.341103,2.063477
1.23766E+18,52078,0.02744716,12.00962,27.75511,61.87724,33.94556,102.3876,219.8461
1.23766E+18,52078,0.06029859,4.471338,18.67659,12.64963,10.67244,32.19055,28.70438
1.23766E+18,52078,0.1019327,5.031087,14.69759,23.65001,23.53831,70.99696,132.2571
1.23766E+18,52078,0.5152141,72.05241,215.8612,34.99056,0,0,0
1.23766E+18,52078,0.07436604,2.079691,7.51423,7.841997,6.913136,20.85161,43.58888
1.23766E+18,52078,0.212724,34.02907,97.75909,74.63822,43.84928,132.2595,392.1908
1.23766E+18,52078,0.2249628,-9.927179,2.704234,5.929921,9.693814,29.23878,2.904263
1.23765E+18,52316,0.3443005,0.5262523,8.596367,-7.890851,4.058678,12.24191,41.59697
1.23765E+18,52316,0.1327587,1.439276,12.6189,56.23338,41.37107,124.7847,288.5832
1.23765E+18,52316,0.117717,0.7885304,0.1161333,0.724845,0.8905257,2.686031,18.86973
1.23765E+18,52316,0.1167846,13.49669,49.29025,21.78357,44.29117,133.5924,144.0434
1.23765E+18,52316,0.1186913,3.554512,19.47498,59.79105,34.0814,102.7974,263.8531
1.23765E+18,52316,0.2437438,0.8249339,7.990094,3.289241,13.98764,42.18995,15.68042
